genre_name,coordinate_top,coordinate_left,estimated_mood
kannada bhava geethe,15348,929,Atmospheric/Calm
german hardcore,7297,368,Deep/Acoustic
dresden indie,10109,486,Atmospheric/Calm
hi-tech,2935,515,Atmospheric/Calm
psychedelic space rock,11894,133,Deep/Acoustic
australian jazz,18440,781,Atmospheric/Calm
pre-war blues,21975,1170,Atmospheric/Calm
polka nortena,13684,1034,Atmospheric/Calm
slovak electronic,1527,1170,Atmospheric/Calm
hausa pop,11341,1084,Atmospheric/Calm
indonesian hyperpop,4542,779,Atmospheric/Calm
oslo indie,10220,437,Atmospheric/Calm
college marching band,17709,700,Atmospheric/Calm
black death,11748,87,Deep/Acoustic
cascadian black metal,11526,34,Deep/Acoustic
latino comedy,16189,996,Atmospheric/Calm
classical trumpet,18686,576,Atmospheric/Calm
raspe,8816,1146,Atmospheric/Calm
beach music,9843,677,Atmospheric/Calm
italian death metal,7854,167,Deep/Acoustic
polyphonies corses,17663,335,Deep/Acoustic
dikir barat,6487,887,Atmospheric/Calm
icelandic post-punk,6087,495,Atmospheric/Calm
second line,11428,870,Atmospheric/Calm
finnish metalcore,2951,179,Deep/Acoustic
stuttgart indie,8521,495,Atmospheric/Calm
cascadia psych,12998,439,Atmospheric/Calm
texas death metal,10880,170,Deep/Acoustic
deep melodic death metal,4383,220,Deep/Acoustic
bornehistorier,16920,1106,Atmospheric/Calm
hjemmesnekk,4211,1064,Atmospheric/Calm
canadian black metal,10006,64,Deep/Acoustic
polish thrash metal,7510,209,Deep/Acoustic
seattle metal,10202,156,Deep/Acoustic
muzica moldoveneasca,6324,949,Atmospheric/Calm
d-beat,10587,76,Deep/Acoustic
nyc metal,10055,122,Deep/Acoustic
finnish electro,3385,795,Atmospheric/Calm
acousmatic,19784,456,Atmospheric/Calm
backing track,4111,1005,Atmospheric/Calm
mindfulness,19667,83,Deep/Acoustic
traditional funk,11464,858,Atmospheric/Calm
michigan folk,14515,724,Atmospheric/Calm
breaks,2002,1064,Atmospheric/Calm
dessin anime,9831,703,Atmospheric/Calm
irish banjo,16745,877,Atmospheric/Calm
ukrainian black metal,9500,64,Deep/Acoustic
igbo traditional,13504,1139,Atmospheric/Calm
malmo indie,8595,382,Deep/Acoustic
latvian rock,5386,540,Atmospheric/Calm
finnish worship,9157,599,Atmospheric/Calm
german stoner rock,11502,249,Deep/Acoustic
deep funk,9418,957,Atmospheric/Calm
musica de intervencao,16026,758,Atmospheric/Calm
rap gaucho,10445,1056,Atmospheric/Calm
danish death metal,6690,149,Deep/Acoustic
mexican death metal,11136,188,Deep/Acoustic
dub metal,8644,335,Deep/Acoustic
milwaukee indie,10527,427,Atmospheric/Calm
cantonese worship,14599,473,Atmospheric/Calm
lasten satuja,16394,1230,Atmospheric/Calm
musique nigerienne,11742,915,Atmospheric/Calm
indonesian deathcore,5272,264,Deep/Acoustic
kabyle moderne,6073,790,Atmospheric/Calm
russian old school hip hop,10146,1034,Atmospheric/Calm
street punk,9279,255,Deep/Acoustic
algerian folk,17680,708,Atmospheric/Calm
underground grunge,10892,277,Deep/Acoustic
japanese classical performance,21036,382,Deep/Acoustic
classical soprano,22110,341,Deep/Acoustic
ua trap,4695,986,Atmospheric/Calm
sevilla indie,5705,462,Atmospheric/Calm
reggae tico,6817,1117,Atmospheric/Calm
zenonesque,979,1202,Atmospheric/Calm
old school nederhop,6072,1040,Atmospheric/Calm
pinoy edm,2977,905,Atmospheric/Calm
cymraeg,13838,621,Atmospheric/Calm
slovak indie,9106,571,Atmospheric/Calm
afrikaans gqom,1605,1235,Atmospheric/Calm
noel quebecois,14685,533,Atmospheric/Calm
odia bhajan,14921,758,Atmospheric/Calm
turkish classical performance,21425,537,Atmospheric/Calm
rwandan gospel,11832,561,Atmospheric/Calm
kuduro antigo,2951,1240,Atmospheric/Calm
swedish blues,11181,607,Atmospheric/Calm
turkish classical,19901,447,Atmospheric/Calm
rap abc paulista,12004,1041,Atmospheric/Calm
polish techno,840,1233,Atmospheric/Calm
rock campineiro,8571,443,Atmospheric/Calm
italian jazz fusion,12116,832,Atmospheric/Calm
neo grime,4208,627,Atmospheric/Calm
algorave,4689,788,Atmospheric/Calm
canadian rockabilly,14390,680,Atmospheric/Calm
cardiff indie,10773,456,Atmospheric/Calm
zambian gospel,9456,788,Atmospheric/Calm
cornish folk,17592,795,Atmospheric/Calm
japanese post-punk,7002,497,Atmospheric/Calm
hard rock mexicano,6321,337,Deep/Acoustic
kansas hip hop,10109,1017,Atmospheric/Calm
spanish jazz,18673,851,Atmospheric/Calm
south dakota indie,8533,416,Atmospheric/Calm
adivasi pop,2960,866,Atmospheric/Calm
kokborok pop,7545,858,Atmospheric/Calm
fuji,12846,1092,Atmospheric/Calm
historic piano performance,22443,454,Atmospheric/Calm
melbourne hip hop,10196,1007,Atmospheric/Calm
portuguese indie rock,7906,473,Atmospheric/Calm
malagasy folk,12215,899,Atmospheric/Calm
french oi,6879,394,Deep/Acoustic
arizona punk,8309,331,Deep/Acoustic
musica colombiana instrumental,14934,883,Atmospheric/Calm
russian romance,18469,599,Atmospheric/Calm
japanese death metal,7522,134,Deep/Acoustic
rautalanka,9770,479,Atmospheric/Calm
gabonese pop,9189,1013,Atmospheric/Calm
rock cearense,7039,390,Deep/Acoustic
heligonka,10171,689,Atmospheric/Calm
greek folk,15560,741,Atmospheric/Calm
lounge house,8101,988,Atmospheric/Calm
mexican experimental,12512,528,Atmospheric/Calm
northwest china indie,9404,581,Atmospheric/Calm
mexican hardcore,8419,291,Deep/Acoustic
singaporean indie,10919,412,Atmospheric/Calm
baja indie,7969,627,Atmospheric/Calm
jazz flute,17780,939,Atmospheric/Calm
liechtenstein,16786,196,Deep/Acoustic
german post-punk,6616,396,Deep/Acoustic
native american hip hop,8765,1021,Atmospheric/Calm
deep psychobilly,10097,492,Atmospheric/Calm
classical jazz fusion,17353,777,Atmospheric/Calm
go-go,7533,996,Atmospheric/Calm
sesotho hip hop,9830,975,Atmospheric/Calm
uzbek hip hop,5113,1084,Atmospheric/Calm
muzica populara,18147,618,Atmospheric/Calm
perth hip hop,8114,1064,Atmospheric/Calm
anthem,17095,443,Atmospheric/Calm
bulgarian r&b,5896,984,Atmospheric/Calm
lawrence ks indie,11661,471,Atmospheric/Calm
death doom,10551,74,Deep/Acoustic
bal-musette,15233,1030,Atmospheric/Calm
dutch death metal,10330,138,Deep/Acoustic
deep darkpsy,1037,821,Atmospheric/Calm
rock paraibano,8186,568,Atmospheric/Calm
balinese traditional,16832,726,Atmospheric/Calm
kritika,17388,615,Atmospheric/Calm
doomcore,2463,561,Atmospheric/Calm
ugandan gospel,8025,866,Atmospheric/Calm
australian post-rock,11441,292,Deep/Acoustic
metal catala,6248,258,Deep/Acoustic
musica eletronica brasileira,3711,1070,Atmospheric/Calm
native american spiritual,14541,975,Atmospheric/Calm
schwyzerorgeli,14576,748,Atmospheric/Calm
khmer,13775,670,Atmospheric/Calm
italian pop punk,3098,358,Deep/Acoustic
canadian drill,6425,1110,Atmospheric/Calm
old school uk hip hop,2569,1170,Atmospheric/Calm
indian metal,6309,232,Deep/Acoustic
ethiopian hip hop,8515,1097,Atmospheric/Calm
murga,15510,899,Atmospheric/Calm
tigrigna pop,12724,746,Atmospheric/Calm
hull indie,7755,433,Atmospheric/Calm
grunneger muziek,11581,718,Atmospheric/Calm
power noise,2572,601,Atmospheric/Calm
musica etnica,13713,604,Atmospheric/Calm
norwegian doom metal,10269,192,Deep/Acoustic
whale song,19112,0,Deep/Acoustic
danish punk,8923,335,Deep/Acoustic
hardcore breaks,1227,967,Atmospheric/Calm
ostschlager,14860,609,Atmospheric/Calm
new tejano,7768,841,Atmospheric/Calm
beninese pop,10233,984,Atmospheric/Calm
prog quebec,13849,503,Atmospheric/Calm
black speed metal,9537,88,Deep/Acoustic
japanese techno,1355,1141,Atmospheric/Calm
swedish post-punk,7743,435,Atmospheric/Calm
prepared piano,16423,683,Atmospheric/Calm
norman ok indie,11588,429,Atmospheric/Calm
australian death metal,8972,138,Deep/Acoustic
german renaissance,21755,229,Deep/Acoustic
brass ensemble,20748,492,Atmospheric/Calm
dundee indie,10060,392,Deep/Acoustic
taiwanese indigenous music,14774,609,Atmospheric/Calm
deep punk rock,10687,400,Atmospheric/Calm
classic sudanese pop,13971,721,Atmospheric/Calm
rap sureno chileno,11041,1053,Atmospheric/Calm
estonian indie,10121,479,Atmospheric/Calm
chaabi algerien,18004,734,Atmospheric/Calm
balkan folk metal,7347,229,Deep/Acoustic
hypnosis,19959,227,Deep/Acoustic
fado antigo,20322,734,Atmospheric/Calm
comptine africaine,13442,1166,Atmospheric/Calm
argentine jazz,17738,847,Atmospheric/Calm
finnish folk,14847,524,Atmospheric/Calm
xhosa hip hop,9176,1094,Atmospheric/Calm
goa hip hop,8285,1079,Atmospheric/Calm
jumptek,714,1182,Atmospheric/Calm
musique mahoraise,9114,1049,Atmospheric/Calm
surinamese hip hop,7447,1166,Atmospheric/Calm
serbian indie,8174,524,Atmospheric/Calm
medieval black metal,11002,83,Deep/Acoustic
punk mexicano,11063,317,Deep/Acoustic
meenawati,6904,923,Atmospheric/Calm
mongolian folk,17370,376,Deep/Acoustic
persian neo-traditional,18845,540,Atmospheric/Calm
swedish pop punk,9206,229,Deep/Acoustic
russian experimental electronic,6253,839,Atmospheric/Calm
jazz accordion,15976,860,Atmospheric/Calm
australian post-punk,10391,344,Deep/Acoustic
hampton roads indie,10036,435,Atmospheric/Calm
indie salvadoreno,7223,804,Atmospheric/Calm
saraiki pop,11783,765,Atmospheric/Calm
contemporary choir,22085,113,Deep/Acoustic
norwegian psychedelic,11222,266,Deep/Acoustic
west yorkshire indie,9947,354,Deep/Acoustic
uk rockabilly,10208,786,Atmospheric/Calm
cambodian rock,14660,528,Atmospheric/Calm
harmonica jazz,17750,891,Atmospheric/Calm
chilean metal,9896,251,Deep/Acoustic
nisiotika,15070,607,Atmospheric/Calm
kerkkoor,21888,21,Deep/Acoustic
scottish indie folk,14525,427,Atmospheric/Calm
deep vocal jazz,18919,839,Atmospheric/Calm
juju,13516,1101,Atmospheric/Calm
japanese progressive house,1355,862,Atmospheric/Calm
czech electronic,2499,1028,Atmospheric/Calm
orquesta tropical,10555,1097,Atmospheric/Calm
czsk electropop,5513,845,Atmospheric/Calm
mexican classical,21816,568,Atmospheric/Calm
cocuk masallari,16832,1075,Atmospheric/Calm
rap salvadoreno,5806,1135,Atmospheric/Calm
symphonic melodic death metal,4746,117,Deep/Acoustic
experimental psych,15722,274,Deep/Acoustic
icelandic jazz,16764,783,Atmospheric/Calm
bloco,9600,903,Atmospheric/Calm
dansk lovsang,11634,573,Atmospheric/Calm
musiikkia lapista,11305,736,Atmospheric/Calm
neo soul-jazz,6990,933,Atmospheric/Calm
indie michoacano,7237,581,Atmospheric/Calm
bulgarian electronic,738,1328,Atmospheric/Calm
turkmen pop,8485,774,Atmospheric/Calm
carnatic instrumental,17896,851,Atmospheric/Calm
baltic folk,11418,694,Atmospheric/Calm
icelandic metal,9439,178,Deep/Acoustic
rock goiano,7498,341,Deep/Acoustic
chinese electronic,5377,819,Atmospheric/Calm
konkani pop,12847,758,Atmospheric/Calm
chennai indie,7372,689,Atmospheric/Calm
chant basque,15058,573,Atmospheric/Calm
christian deathcore,6124,203,Deep/Acoustic
lao hip hop,8311,824,Atmospheric/Calm
classic tunisian pop,16085,576,Atmospheric/Calm
maltese pop,5273,624,Atmospheric/Calm
blackened hardcore,9843,88,Deep/Acoustic
scottish gaelic folk,16564,533,Atmospheric/Calm
steel guitar,14983,854,Atmospheric/Calm
chabad niggunim,15430,604,Atmospheric/Calm
norwegian experimental,13922,350,Deep/Acoustic
slovenian folk,13640,973,Atmospheric/Calm
coventry indie,4822,547,Atmospheric/Calm
quarteto gospel,14290,449,Atmospheric/Calm
arpa grande,12240,943,Atmospheric/Calm
musica sul-mato-grossense,10271,815,Atmospheric/Calm
nz jazz,14884,808,Atmospheric/Calm
string quartet,21693,350,Deep/Acoustic
burundian pop,7630,1040,Atmospheric/Calm
malaysian metal,8000,277,Deep/Acoustic
free folk,17504,337,Deep/Acoustic
honky-tonk piano,15336,963,Atmospheric/Calm
musica andorra,2229,1094,Atmospheric/Calm
britcore,2265,1134,Atmospheric/Calm
mezwed,11279,708,Atmospheric/Calm
modular techno,1342,1099,Atmospheric/Calm
gotlandsk musik,14451,540,Atmospheric/Calm
meyxana,6903,1034,Atmospheric/Calm
sean-nos singing,20468,795,Atmospheric/Calm
old school ebm,1417,1045,Atmospheric/Calm
mluvene slovo,18323,1071,Atmospheric/Calm
skinhead oi,10008,317,Deep/Acoustic
basque folk,15263,781,Atmospheric/Calm
igbo worship,9718,975,Atmospheric/Calm
gospel blues,20434,1007,Atmospheric/Calm
deep sunset lounge,7718,646,Atmospheric/Calm
detski pesnichki,12537,982,Atmospheric/Calm
ukrainian ccm,9635,499,Atmospheric/Calm
musique mandingue,13819,1002,Atmospheric/Calm
nueva ola peruana,13651,581,Atmospheric/Calm
scottish fiddle,18147,435,Atmospheric/Calm
welsh folk,16577,783,Atmospheric/Calm
weightless,5999,830,Atmospheric/Calm
spanish renaissance,21999,346,Deep/Acoustic
danish experimental,13812,410,Atmospheric/Calm
portuguese black metal,8358,101,Deep/Acoustic
swiss jazz,16777,815,Atmospheric/Calm
nu electro,1478,1219,Atmospheric/Calm
heavy gothic rock,6149,376,Deep/Acoustic
lao pop,6110,923,Atmospheric/Calm
tavern,13343,556,Atmospheric/Calm
iowa indie,12561,475,Atmospheric/Calm
north alabama indie,10970,593,Atmospheric/Calm
bohemian baroque,20797,333,Deep/Acoustic
banjara pop,8639,913,Atmospheric/Calm
dubstep product,2382,837,Atmospheric/Calm
rap norteno chileno,11179,1045,Atmospheric/Calm
japanoise,13209,296,Deep/Acoustic
uae indie,5999,724,Atmospheric/Calm
indie cantabria,7485,535,Atmospheric/Calm
epic black metal,8540,57,Deep/Acoustic
israeli metal,7829,205,Deep/Acoustic
inuit pop,9994,777,Atmospheric/Calm
nz hardcore,7633,214,Deep/Acoustic
spanish electropop,2030,925,Atmospheric/Calm
yorkshire folk,17241,729,Atmospheric/Calm
georgian folk,20451,312,Deep/Acoustic
drikkelek,2835,1028,Atmospheric/Calm
geinin song,5591,760,Atmospheric/Calm
japanese prog,12264,398,Deep/Acoustic
garage rock mexicano,5977,333,Deep/Acoustic
progressive black metal,9142,111,Deep/Acoustic
korean metal,6741,382,Deep/Acoustic
classic afrobeat,13274,1000,Atmospheric/Calm
boston electronic,2338,1126,Atmospheric/Calm
brazilian lo-fi rock,10367,277,Deep/Acoustic
cambridge choir,21828,181,Deep/Acoustic
haur kantak,13516,1017,Atmospheric/Calm
afrikaans gospel,12203,540,Atmospheric/Calm
musica purepecha,10258,868,Atmospheric/Calm
albanian alternative,6061,779,Atmospheric/Calm
birthday,7039,957,Atmospheric/Calm
wind symphony,20953,414,Atmospheric/Calm
italian stoner rock,10587,176,Deep/Acoustic
kaseko,12896,951,Atmospheric/Calm
taiwan metal,4834,183,Deep/Acoustic
serbian alternative rock,8050,533,Atmospheric/Calm
chinese metalcore,3565,247,Deep/Acoustic
sebene,9660,874,Atmospheric/Calm
sulawesi indie,5465,689,Atmospheric/Calm
japanese choir,18556,615,Atmospheric/Calm
barnasogur,16628,1106,Atmospheric/Calm
slaskie piosenki,4939,748,Atmospheric/Calm
funeral doom,11357,50,Deep/Acoustic
swedish rock-and-roll,11528,659,Atmospheric/Calm
duduk,16628,390,Deep/Acoustic
musica wixarika,12760,1097,Atmospheric/Calm
industrial black metal,6517,133,Deep/Acoustic
polka,14107,813,Atmospheric/Calm
screamocore,6739,229,Deep/Acoustic
comfy synth,13983,354,Deep/Acoustic
fado de coimbra,20602,697,Atmospheric/Calm
university choir,21632,181,Deep/Acoustic
classical saxophone,20427,358,Deep/Acoustic
banda de viento,12887,1084,Atmospheric/Calm
georgian electronic,2290,1106,Atmospheric/Calm
psytech,524,1340,Unknown
bleakgaze,9180,120,Deep/Acoustic
finnish idol pop,8775,508,Atmospheric/Calm
taiwanese pop,9242,549,Atmospheric/Calm
guam indie,10837,872,Atmospheric/Calm
galician jazz,16219,663,Atmospheric/Calm
musica guineense,9567,1058,Atmospheric/Calm
nova musica amazonense,8638,549,Atmospheric/Calm
swansea indie,8260,339,Deep/Acoustic
rap guineen,10945,1094,Atmospheric/Calm
seggae,6249,1144,Atmospheric/Calm
maracatu,13047,990,Atmospheric/Calm
pohadky,17884,1182,Atmospheric/Calm
vintage taiwan pop,18001,425,Atmospheric/Calm
old-time fiddle,16349,708,Atmospheric/Calm
psicodelia mexicana,8763,281,Deep/Acoustic
deep discofox,2060,817,Atmospheric/Calm
maloya,11955,1017,Atmospheric/Calm
afro-cuban traditional,15576,1132,Atmospheric/Calm
musica brasiliense,12811,802,Atmospheric/Calm
telugu hip hop,5818,1135,Atmospheric/Calm
slovenian hip hop,11303,1079,Atmospheric/Calm
south carolina metal,9672,165,Deep/Acoustic
rondalla,16803,795,Atmospheric/Calm
choro contemporaneo,16774,979,Atmospheric/Calm
siberian folk,10689,731,Atmospheric/Calm
polish ambient,13071,335,Deep/Acoustic
heavy psych,11429,194,Deep/Acoustic
russian folk metal,5990,209,Deep/Acoustic
cajun,14676,802,Atmospheric/Calm
irish techno,1158,1177,Atmospheric/Calm
experimental black metal,11465,127,Deep/Acoustic
wellington indie,11256,481,Atmospheric/Calm
shakuhachi,21547,306,Deep/Acoustic
muzica lautareasca,17621,753,Atmospheric/Calm
kinderliedjies,13200,992,Atmospheric/Calm
hammered dulcimer,15663,683,Atmospheric/Calm
faroese rock,6469,325,Deep/Acoustic
belgian blues,11255,716,Atmospheric/Calm
korean hyperpop,4608,915,Atmospheric/Calm
icelandic black metal,9154,52,Deep/Acoustic
ambient fusion,5249,927,Atmospheric/Calm
classical organ,19901,52,Deep/Acoustic
finnish blues,11455,624,Atmospheric/Calm
hot jazz,20456,1019,Atmospheric/Calm
starogradska,16202,481,Atmospheric/Calm
war metal,11441,31,Deep/Acoustic
adelaide punk,8074,291,Deep/Acoustic
kashmiri hip hop,12104,1086,Atmospheric/Calm
progressive technical death metal,8861,161,Deep/Acoustic
traditional bluegrass,14033,770,Atmospheric/Calm
tennessee experimental,13540,408,Atmospheric/Calm
khasi pop,7261,793,Atmospheric/Calm
panamanian indie,7706,615,Atmospheric/Calm
jazzcore,12338,462,Atmospheric/Calm
oriental classical,21522,348,Deep/Acoustic
yu-mex,13726,519,Atmospheric/Calm
musica chiapaneca,10109,1146,Atmospheric/Calm
musica indigena brasileira,13672,885,Atmospheric/Calm
austrian techno,672,1223,Atmospheric/Calm
scottish jazz,18072,815,Atmospheric/Calm
goa trance,672,895,Atmospheric/Calm
sludgecore,10831,95,Deep/Acoustic
atmospheric post-rock,11100,247,Deep/Acoustic
mexican thrash metal,10674,270,Deep/Acoustic
mevlevi sufi,18440,454,Atmospheric/Calm
hard glam,6297,275,Deep/Acoustic
burkinabe pop,11541,1032,Atmospheric/Calm
musica otavalena,7981,786,Atmospheric/Calm
indian jazz,15423,810,Atmospheric/Calm
nova musica maranhense,9014,847,Atmospheric/Calm
acid idm,2027,1079,Atmospheric/Calm
polish modern jazz,17329,596,Atmospheric/Calm
mexican post-rock,10625,308,Deep/Acoustic
hazaragi pop,11704,977,Atmospheric/Calm
estonian folk,13920,670,Atmospheric/Calm
pittsburgh indie rock,8899,374,Deep/Acoustic
chamorro pop,12018,858,Atmospheric/Calm
aggro chileno,7767,445,Atmospheric/Calm
melodic doom,7198,133,Deep/Acoustic
greek indie rock,7162,506,Atmospheric/Calm
french stoner rock,10354,220,Deep/Acoustic
lapland hip hop,7851,1019,Atmospheric/Calm
italian emo,8788,287,Deep/Acoustic
rap mocambicana,11529,1047,Atmospheric/Calm
native american metal,8540,260,Deep/Acoustic
hypnotic techno,2131,1011,Atmospheric/Calm
vietnamese electronic,6867,909,Atmospheric/Calm
dambora,15082,1002,Atmospheric/Calm
shanghai indie,12056,469,Atmospheric/Calm
viola da gamba,20690,296,Deep/Acoustic
convent,22122,156,Deep/Acoustic
deep psytrance,1282,1125,Atmospheric/Calm
poznan indie,7224,469,Atmospheric/Calm
serbian folk,14798,547,Atmospheric/Calm
surabaya indie,7188,331,Deep/Acoustic
triangle indie,11185,356,Deep/Acoustic
french emo,10624,174,Deep/Acoustic
portuguese jazz,17914,700,Atmospheric/Calm
slovenian metal,6136,187,Deep/Acoustic
haryanvi ragni,15584,947,Atmospheric/Calm
indie canario,8885,588,Atmospheric/Calm
son jarocho,15149,1038,Atmospheric/Calm
japanese concert band,18732,356,Deep/Acoustic
lovecraftian metal,9094,145,Deep/Acoustic
classic psychedelic rock,13219,477,Atmospheric/Calm
reading,16686,1377,Atmospheric/Calm
deep downtempo fusion,5101,1026,Atmospheric/Calm
ngoni,13745,1023,Atmospheric/Calm
dicsoites,11280,547,Atmospheric/Calm
austrian jazz,17183,828,Atmospheric/Calm
cape breton folk,16151,563,Atmospheric/Calm
ambient industrial,14507,212,Deep/Acoustic
guzheng,20660,815,Atmospheric/Calm
namibian pop,5224,1071,Atmospheric/Calm
latin shoegaze,7842,198,Deep/Acoustic
rap euskera,12375,1077,Atmospheric/Calm
dutch classical piano,21864,528,Atmospheric/Calm
german post-rock,8236,420,Atmospheric/Calm
bosnian electronic,1330,1210,Atmospheric/Calm
banda militar,18001,571,Atmospheric/Calm
protest folk,20836,1092,Atmospheric/Calm
belgian contemporary classical,21194,456,Atmospheric/Calm
classical mandolin,17914,1009,Atmospheric/Calm
bluegrass fiddle,15374,609,Atmospheric/Calm
belgian black metal,10660,55,Deep/Acoustic
modern string quartet,20556,331,Deep/Acoustic
free improvisation,18130,586,Atmospheric/Calm
maltese hip hop,8433,973,Atmospheric/Calm
melodic progressive metal,5728,249,Deep/Acoustic
nordnorsk rap,6187,994,Atmospheric/Calm
trap boliviano,7753,1094,Atmospheric/Calm
lastelaulud,13311,961,Atmospheric/Calm
icelandic punk,10551,437,Atmospheric/Calm
deep classic garage rock,13047,563,Atmospheric/Calm
chapman stick,14500,591,Atmospheric/Calm
gumbe,8164,1049,Atmospheric/Calm
norwegian hardcore,8382,151,Deep/Acoustic
women's choir,19608,272,Deep/Acoustic
koledy,15342,469,Atmospheric/Calm
polish psychedelia,11368,378,Deep/Acoustic
italian experimental,13059,360,Deep/Acoustic
musica queretana,12252,919,Atmospheric/Calm
australian black metal,10636,73,Deep/Acoustic
norwegian techno,1922,1094,Atmospheric/Calm
concertina,18323,945,Atmospheric/Calm
bandolim,15106,990,Atmospheric/Calm
sacred steel,13996,618,Atmospheric/Calm
metal ecuatoriano,8681,296,Deep/Acoustic
dusseldorf indie,6321,604,Atmospheric/Calm
downtempo fusion,5671,680,Atmospheric/Calm
marathi hip hop,7043,1032,Atmospheric/Calm
swedish classical,20836,596,Atmospheric/Calm
macedonian folk,12872,517,Atmospheric/Calm
boeremusiek,10861,830,Atmospheric/Calm
forest black metal,11416,50,Deep/Acoustic
swiss country,8662,674,Atmospheric/Calm
full on groove,614,1051,Atmospheric/Calm
haitian dance,7384,961,Atmospheric/Calm
finnish modern jazz,15584,621,Atmospheric/Calm
vocal ensemble,21791,231,Deep/Acoustic
chechen pop,5551,874,Atmospheric/Calm
arpa paraguaya,16072,915,Atmospheric/Calm
merida indie,6791,524,Atmospheric/Calm
latvian folk,14254,571,Atmospheric/Calm
hawaiian indie,8625,618,Atmospheric/Calm
sunset lounge,5200,1053,Atmospheric/Calm
tibetan hip hop,6236,1187,Atmospheric/Calm
deep g funk,4834,1168,Atmospheric/Calm
new hampshire indie,9832,508,Atmospheric/Calm
vaikiskos dainos,11415,1040,Atmospheric/Calm
italian black metal,9130,99,Deep/Acoustic
thai shoegaze,8049,319,Deep/Acoustic
spanish progressive rock,9291,310,Deep/Acoustic
slovenske chvaly,12747,599,Atmospheric/Calm
indiana indie,11007,501,Atmospheric/Calm
early american folk,18089,808,Atmospheric/Calm
rap ecuatoguineano,5594,1226,Atmospheric/Calm
basel indie,8359,475,Atmospheric/Calm
brazilian black metal,10966,92,Deep/Acoustic
lowercase,16774,229,Deep/Acoustic
rap malien,7584,1175,Atmospheric/Calm
korean jazz,16373,781,Atmospheric/Calm
scottish americana,14266,578,Atmospheric/Calm
rap nica,5948,1092,Atmospheric/Calm
dark minimal techno,541,1166,Unknown
arab metal,6284,163,Deep/Acoustic
rotterdam indie,9611,425,Atmospheric/Calm
death industrial,12899,104,Deep/Acoustic
musica tradicional dominicana,14058,969,Atmospheric/Calm
indonesian shoegaze,5765,236,Deep/Acoustic
finnish post-punk,7670,306,Deep/Acoustic
lagu iban,5867,786,Atmospheric/Calm
south african modern jazz,16072,683,Atmospheric/Calm
british classical piano,21364,466,Atmospheric/Calm
viet instrumental,14576,618,Atmospheric/Calm
combos nacionales,11640,1112,Atmospheric/Calm
benga,13261,1075,Atmospheric/Calm
rock caipira,8509,551,Atmospheric/Calm
medway sound,12574,473,Atmospheric/Calm
edo old school,11938,1086,Atmospheric/Calm
karbi pop,6928,756,Atmospheric/Calm
techno argentina,628,1214,Atmospheric/Calm
ukrainian metalcore,3419,240,Deep/Acoustic
folk siciliana,12971,781,Atmospheric/Calm
nyckelharpa,17475,382,Deep/Acoustic
malang punk,4880,294,Deep/Acoustic
noise,12887,167,Deep/Acoustic
via,13294,596,Atmospheric/Calm
cuban funk,14736,1002,Atmospheric/Calm
british brass band,21242,400,Atmospheric/Calm
sufi chant,17446,544,Atmospheric/Calm
brazilian metalcore,4822,257,Deep/Acoustic
experimental dub,4342,957,Atmospheric/Calm
greek punk,6419,337,Deep/Acoustic
vintage reggae,7667,1244,Atmospheric/Calm
contemporary classical piano,21376,581,Atmospheric/Calm
dutch punk,8224,313,Deep/Acoustic
finnish tango,16757,549,Atmospheric/Calm
salzburg indie,5698,781,Atmospheric/Calm
musica cearense,11143,795,Atmospheric/Calm
irish accordion,15299,760,Atmospheric/Calm
mathgrind,11624,142,Deep/Acoustic
canti alpini,19258,433,Atmospheric/Calm
bhutanese pop,12128,858,Atmospheric/Calm
frankfurt indie,7063,394,Deep/Acoustic
barrelhouse piano,20485,1079,Atmospheric/Calm
tongan pop,12560,885,Atmospheric/Calm
black sludge,11213,147,Deep/Acoustic
shoegaze chileno,7719,218,Deep/Acoustic
peruvian metal,7866,229,Deep/Acoustic
math rock latinoamericano,9712,346,Deep/Acoustic
c64,3025,765,Atmospheric/Calm
fado instrumental,17291,758,Atmospheric/Calm
danish classical,22074,312,Deep/Acoustic
rap gabonais,10233,1079,Atmospheric/Calm
rwandan hip hop,10543,1092,Atmospheric/Calm
demoscene,4454,765,Atmospheric/Calm
tajik pop,7582,872,Atmospheric/Calm
rez country,8714,703,Atmospheric/Calm
veena,18364,788,Atmospheric/Calm
power electronics,13355,122,Deep/Acoustic
musica morelense,13136,1007,Atmospheric/Calm
russian hardcore,8086,275,Deep/Acoustic
south african metal,5260,268,Deep/Acoustic
leon gto indie,7311,621,Atmospheric/Calm
indie fuzzpop,9701,537,Atmospheric/Calm
oeteldonk,14589,870,Atmospheric/Calm
chamber choir,22151,110,Deep/Acoustic
seychelles pop,6627,1094,Atmospheric/Calm
german rockabilly,11068,741,Atmospheric/Calm
djecje pjesme,9768,802,Atmospheric/Calm
folk metal latinoamericano,8776,242,Deep/Acoustic
baps,16407,858,Atmospheric/Calm
steelpan,9694,994,Atmospheric/Calm
sda choir,12464,847,Atmospheric/Calm
rio grande do sul indie,11516,686,Atmospheric/Calm
illbient,7103,751,Atmospheric/Calm
ryukoka,20105,573,Atmospheric/Calm
occult black metal,10953,29,Deep/Acoustic
lesotho traditional,6891,813,Atmospheric/Calm
denver rap,7584,1002,Atmospheric/Calm
sundanese traditional,18469,862,Atmospheric/Calm
